,utterance,utterance_de,utterance_de_deepl,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
5042,"I told you, we’re adding new operators all the time. Could we concentrate on my training?","Ich sagte Ihnen, wir fügen ständig neue Operatoren hinzu. Können wir uns auf mein Training konzentrieren?","Ich sagte doch, wir stellen ständig neue Mitarbeiter ein. Könnten wir uns auf mein Training konzentrieren?",Pete,neutral,neutral,535,3,3,24,"00:07:09,929","00:07:13,432"
5043,"I mean why, of all people would you want to go out with Chip?!","Ich meine, warum willst du ausgerechnet mit Chip ausgehen?!","Ich meine, warum solltest du ausgerechnet mit Chip ausgehen wollen?!",Rachel,surprise,negative,536,0,4,2,"00:07:20,064","00:07:22,858"
5044,"Look, you and I went to different high schools...","Schau, du und ich gingen auf verschiedene High Schools...","Sieh mal, du und ich waren auf verschiedenen Highschools...",Monica,neutral,neutral,536,1,4,2,"00:07:23,025","00:07:24,776"
5045,"Okay, that doesn’t help me, because we went to the same high school.","Okay, das hilft mir nicht, denn wir sind auf die gleiche High School gegangen.","Okay, das hilft mir nicht, weil wir gingen auf die gleiche High School.",Rachel,neutral,neutral,536,2,4,2,"00:07:24,944","00:07:27,946"
5046,"You went to one where you were popular, and you got to ride off Chip’s motorcycle, and wear his letterman jacket.","Du gingst zu einem, wo du beliebt warst, und du durftest von Chips Motorrad reiten und seine Letterman-Jacke tragen.","Sie ging zu einem, wo Sie waren beliebt, und Sie bekam zu reiten von Chips Motorrad, und tragen seine Letterman-Jacke.",Monica,neutral,neutral,536,3,4,2,"00:07:28,114","00:07:34,494"
5047,I went to one where I wore a band uniform they had to have specially made.,"Ich ging zu einem, wo ich eine Banduniform trug, die sie extra angefertigt haben mussten.","Ich ging auf eine, wo ich eine Banduniform trug, die sie extra anfertigen lassen mussten.",Monica,sadness,negative,536,4,4,2,"0:07:34,662","0:07:38,834"
5048,They had to have that specially made?!,Das mussten sie extra anfertigen lassen?!,Die mussten die extra anfertigen lassen?!,Rachel,surprise,negative,536,5,4,2,"0:07:38,834","0:07:38,972"
5049,It was a project for one of the Home Ec classes.,Es war ein Projekt für eine der Home Ec-Klassen.,Es war ein Projekt für einen der Hauswirtschaftskurse.,Monica,neutral,neutral,536,6,4,2,"00:07:45,214","00:07:47,299"
5050,"Oh my God, they told us that was for the mascot!","Oh mein Gott, sie sagten uns, das sei für das Maskottchen!","Oh mein Gott, sie sagten uns, das wäre für das Maskottchen!",Rachel,surprise,negative,536,7,4,2,"00:07:49,260","00:07:52,721"
5051,"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he’s-he’s called me up and asked me out.","Damals dachte ich, dass ich nie die Chance bekommen würde, mit einem Chip Matthews auszugehen, und jetzt hat er mich angerufen und um ein Date gebeten.","Damals dachte ich, dass ich nie die Chance bekommen würde, mit einem Chip Matthews auszugehen, und jetzt hat er mich angerufen und mich um ein Date gebeten.",Monica,surprise,positive,536,8,4,2,"00:07:55,558","00:08:03,482"
5052,And the fat girl inside of me really wants to go.,Und das dicke Mädchen in mir will unbedingt gehen.,Und das dicke Mädchen in mir will wirklich gehen.,Monica,joy,positive,536,9,4,2,"0:08:03,649","0:08:06,277"
5053,I-I owe her this.,Das schulde ich ihr.,Ich-ich schulde ihr das.,Monica,neutral,neutral,536,10,4,2,"0:08:06,277","0:08:07,795"
5054,I never let her eat.,Ich habe sie nie essen lassen.,Ich habe sie nie essen lassen.,Monica,neutral,neutral,536,11,4,2,"00:08:07,904","00:08:09,654"
5055,"Oh, you go out with him.","Oh, du gehst mit ihm aus.","Oh, du gehst mit ihm aus.",Rachel,neutral,neutral,536,12,4,2,"0:08:10,490","0:08:12,912"
5056,"Oh, really?!",Oh wirklich?!,"Oh, wirklich?!",Monica,surprise,positive,536,13,4,2,"0:08:12,912","0:08:13,136"
5057,"Yeah. Just, if it’s possible, could you leave him somewhere and go have sex with another guy?","Ja. Könntest du ihn, wenn es möglich ist, irgendwo zurücklassen und mit einem anderen Typen Sex haben?","Ja. Nur, wenn es möglich ist, könntest du ihn irgendwo stehen lassen und mit einem anderen Kerl Sex haben?",Rachel,neutral,neutral,536,14,4,2,"00:08:13,242","00:08:18,705"
5058,I’ll try.,Ich werde es versuchen.,Ich werde es versuchen.,Monica,neutral,neutral,536,15,4,2,"00:08:19,081","00:08:20,790"
5059,"Hey! Tall guy! Hey, listen, I wanted to talk to you about that girl that you’re dancing with.","Hallo! Großer Typ! Hey, hör zu, ich wollte mit dir über das Mädchen reden, mit dem du tanzt.","Hey! Großer Kerl! Hey, hör zu, ich wollte mit dir über das Mädchen reden, mit dem du tanzt.",Joey,neutral,neutral,537,0,6,10,"00:12:04,432","00:12:15,483"
5060,"Yeah, yeah, okay.","Ja, ja, okay.","Ja, ja, okay.",Joey,neutral,neutral,537,1,6,10,"00:12:16,193","00:12:19,154"
5061,"Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown – I’m trying to win her over, so I was wondering if..","Äh, schau, Kumpel, ich bin mit diesem Mädchen gekommen und hatte den Plan, sie beim Neujahrs-Countdown zu küssen – ich versuche, sie zu gewinnen, also habe ich mich gefragt, ob.",Ich wollte sie beim Silvester-Countdown küssen. Ich will sie für mich gewinnen.,Joey,joy,positive,537,2,6,10,"00:12:22,032","00:12:29,164"
5062,"Oh come on man, you can dance with my partner, she’s real, uh, mellow!","Oh, komm schon, Mann, du kannst mit meiner Partnerin tanzen, sie ist echt, äh, sanft!","Komm schon, Mann. Du kannst mit meiner Partnerin tanzen. Sie ist sehr, sehr nett.",Joey,anger,negative,537,3,6,10,"00:12:31,208","00:12:35,295"
5063,"Well, I was hoping after tonight that maybe I could you know","Nun, ich hatte nach heute Nacht gehofft, dass ich es vielleicht wissen könnte","Ich hatte gehofft, dass ich nach heute Abend vielleicht, du weißt schon.",Joey,neutral,neutral,537,4,6,10,"00:12:40,384","00:12:42,844"
5064,"Ross, get over it! It’s not like she hates you.","Ross, komm drüber hinweg! Es ist nicht so, dass sie dich hasst.","Ross, komm drüber weg! Es ist nicht so, dass sie dich hasst.",Rachel,anger,negative,538,0,6,11,"00:08:31,511","00:08:33,053"
5065,Yeah but,"ja, aber","Ja, aber",Ross,sadness,negative,538,1,6,11,"00:08:33,221","00:08:35,430"
5066,"Ross, she’s not weird, she just wants her stuff to be one of a kind.","Ross, sie ist nicht komisch, sie möchte nur, dass ihre Sachen einzigartig sind.","Ross, sie ist nicht komisch, sie will nur, dass ihre Sachen einzigartig sind.",Rachel,neutral,neutral,538,2,6,11,"00:08:45,358","00:08:49,069"
5067,Huh. Y’know what’s not one of a kind? A twin!,"Hm. Weißt du, was nicht einzigartig ist? Ein Zwilling!","Hm. Weißt du, was nicht einmalig ist? Ein Zwilling!",Ross,anger,negative,538,3,6,11,"00:08:49,237","00:08:53,823"
5068,"Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!","Oh, Phoebe ist hier! Okay, lass uns alle Lichter ausmachen und wir schauen uns einfach den Film an!","Oh, Phoebe ist da! Machen wir das Licht aus und sehen uns den Film an.",Rachel,joy,positive,538,4,6,11,"00:08:58,663","00:09:01,373"
5069,"Okay. Hey—Ooh, cool sheets!","Okay. Hey – Ooh, coole Laken!","Ok. Hey, coole Laken!",Phoebe,joy,positive,538,5,6,11,"00:09:01,582","00:09:05,252"
5070,"Oh, you like it? You wanna know where I got it?","Ach, gefällt es dir? Willst du wissen, wo ich es her habe?","Oh, gefällt es dir? Willst du wissen, woher ich es habe?",Ross,joy,positive,538,6,6,11,"00:09:01,582","00:09:08,213"
5071,Sure!,Sicher!,Klar!,Phoebe,joy,positive,538,7,6,11,"00:09:05,419","00:09:08,213"
5072,He got it a flea market!,Er hat es einen Flohmarkt!,Er hat es auf dem Flohmarkt gekauft!,Rachel,joy,positive,538,8,6,11,"00:09:08,381","00:09:09,798"
5073,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.","Sie haben Ihre Bettwäsche auf einem Flohmarkt gekauft? Ross komm schon, du musst die Geldbörse ein bisschen lockern.","Du hast deine Laken auf einem Flohmarkt gekauft? Ross, komm schon, du musst den Geldbeutel ein wenig lockern.",Phoebe,disgust,negative,538,9,6,11,"00:09:11,300","00:09:17,889"
5074,And Joey?,Und Joey?,Und Joey?,Rachel,neutral,neutral,539,0,9,12,"00:01:08,318","00:01:09,443"
5075,How do you think she's doing?,Wie geht es ihr?,"Was denkst du, wie es ihr geht?",Joey,neutral,neutral,539,1,9,12,"00:01:09,694","00:01:11,487"
5076,Am I the only one who doesn't think that she's hot? Ross?,"Bin ich der einzige, der sie nicht heiß findet? Ross?","Bin ich der Einzige, der nicht denkt, dass sie heiß ist? Ross?",Rachel,surprise,positive,539,2,9,12,"00:01:13,656","00:01:16,116"
5077,"Eh, I mean, I mena she's not unattractive but hot? I ....","Äh, ich meine, sie ist nicht unattraktiv, aber heiß? ICH ....","Eh, ich meine, ich meine, sie ist nicht unattraktiv, aber heiß? I ....",Ross,surprise,positive,539,3,9,12,"00:01:16,326","00:01:23,499"
5078,Thank you!,Vielen Dank!,Ich danke dir!,Rachel,joy,positive,539,4,9,12,"00:01:23,917","00:01:25,751"
5079,Now that Rachel's gone?,Jetzt wo Rachel weg ist?,"Jetzt, wo Rachel weg ist?",Chandler,neutral,neutral,539,5,9,12,"00:01:28,004","00:01:29,296"
5080,So hot I cried myself to sleep last night.,"So heiß, dass ich mich letzte Nacht in den Schlaf geweint habe.","So heiß, dass ich mich letzte Nacht in den Schlaf geweint habe.",Rachel,sadness,negative,539,6,9,12,"00:01:29,506","00:01:32,049"
5081,"Oh, god help us.","Oh, Gott helfe uns.","Oh, Gott steh uns bei.",Monica,sadness,negative,540,0,1,5,"00:04:30,937","00:04:38,193"
5082,What?,Was?,Was ist?,Joey,surprise,negative,540,1,1,5,"00:05:50,350","00:05:51,808"
5083,Ugly Naked Guy's laying kitchen tile. Eww!,Ugly Naked Guy legt Küchenfliesen. Äh!,Der hässliche nackte Kerl verlegt Küchenfliesen. Igitt!,Monica,disgust,negative,540,2,1,5,"00:06:31,891","00:06:34,267"
5084,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.","Äh! Hören Sie, ich bitte hier um einen Gefallen. Wenn ich das für ihren Bruder tue, kommt Angela vielleicht zu mir zurück.","Igitt! Schau, ich bitte dich hier um einen Gefallen. Wenn ich das für ihren Bruder tue, kommt Angela vielleicht zu mir zurück.",Joey,disgust,negative,540,3,1,5,"00:06:38,147","00:06:45,445"
5085,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?","Ich weiß, aber ich habe einen großen Fehler gemacht. Ich hätte nie mit ihr Schluss machen sollen. Wirst du mir helfen? Bitte?","Ich weiß, aber ich habe einen großen Fehler gemacht. Ich hätte nie mit ihr Schluss machen sollen. Wirst Du mir helfen? Bitte.",Joey,sadness,negative,540,5,1,5,"00:06:49,200","00:06:59,668"
5086,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.","Also Schatz, heute Morgen hat es Spaß gemacht, oder? Ich hüpfe dort unter der Dusche bei dir rein.","Also Schatz, heute Morgen hat es Spaß gemacht, was? Ich hüpfte in auf Sie in der Dusche gibt.",Ross,joy,positive,541,0,6,15,"00:13:48,744","00:13:54,457"
5087,Yeah! And maybe someday we could get a place with two bathrooms.,Ja! Und vielleicht könnten wir eines Tages einen Platz mit zwei Badezimmern bekommen.,Ja! Und vielleicht können wir eines Tages eine Wohnung mit zwei Bädern bekommen.,Carol,joy,positive,541,1,6,15,"00:13:54,625","00:13:58,336"
5088,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.","Hör mal, Carol, ähm, ich dachte, vielleicht äh, vielleicht können wir die Dinge ein wenig aufpeppen.","Hör zu, Carol, ich dachte, vielleicht können wir die Sache ein bisschen aufpeppen.",Ross,neutral,neutral,541,2,6,15,"00:14:01,841","00:14:08,596"
5089,What do you mean?,Was meinen Sie?,Was meinst du damit?,Carol,surprise,positive,541,3,6,15,"0:14:08,848","0:14:09,516"
5090,Carol our sex life is—it’s just not working,"Carol, unser Sexleben ist – es funktioniert einfach nicht","Carol, unser Sexleben funktioniert einfach nicht.",Ross,sadness,negative,541,4,6,15,"0:14:09,516","0:14:12,172"
5091,Hey there little fella!,Hey kleiner Kerl!,"Hey, kleiner Mann!",Ross,joy,positive,541,5,6,15,"00:14:12,309","00:14:15,854"
5092,"Hey, uh-hey, why don’t we get some shoes on ya, huh?","Hey, uh-hey, warum ziehen wir dir nicht ein paar Schuhe an, huh?","Hey, warum ziehen wir dir nicht ein paar Schuhe an, hm?",Ross,neutral,neutral,541,6,6,15,"00:14:16,021","00:14:17,981"
5093,"Hey, why don’t you show dad how you can put your shoes on, in your room!","Hey, warum zeigst du Papa nicht, wie du deine Schuhe anziehen kannst, in deinem Zimmer!","Hey, warum zeigst du Dad nicht, wie du deine Schuhe anziehen kannst, in deinem Zimmer!",Ross,joy,positive,541,7,6,15,"00:14:18,128","00:14:21,276"
5094,Yay!,Yay!,Juhu!,Ross,joy,positive,541,8,6,15,"00:14:21,485","00:14:23,444"
5095,Yay!,Yay!,Juhu!,Ben,joy,positive,541,9,6,15,"0:14:21,485","0:14:22,237"
5096,Yay!,Yay!,Juhu! Juhu!,Ross,joy,positive,541,10,6,15,"0:14:22,237","0:14:23,491"
5097,"Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things.","Im Ernst, unser Sexleben… Ich dachte, vielleicht weiß ich nicht, wir könnten ein paar neue Dinge ausprobieren.","Ernsthaft, unser Sexleben... Ich dachte, vielleicht, ich weiß nicht, könnten wir ein paar neue Dinge ausprobieren.",Ross,neutral,neutral,541,11,6,15,"00:14:25,698","00:14:34,205"
5098,For fun?,Zum Spass?,Zum Spaß?,Ross,neutral,neutral,541,12,6,15,"00:14:31,328","00:14:34,205"
5099,Like what?,Wie was?,Was zum Beispiel?,Carol,surprise,positive,541,13,6,15,"00:14:34,373","00:14:38,042"
5100,"Well I don’t know umm,  what if we were too tie each other up?","Nun, ich weiß nicht, ähm, was wäre, wenn wir uns zu sehr aneinander fesseln würden?","Na ja, ich weiß nicht. Was wäre, wenn wir uns gegenseitig fesseln?",Ross,joy,positive,541,14,6,15,"00:14:34,373","00:14:45,133"
5101,"Umm, some people eat stuff off one another.","Ähm, manche Leute essen sich gegenseitig Sachen.","Ähm, manche Leute essen Sachen voneinander.",Ross,neutral,neutral,541,15,6,15,"00:14:52,224","00:14:56,728"
5102,Nah!,Nö!,Nein.,Ross,disgust,negative,541,16,6,15,"00:14:58,355","00:14:59,981"
5103,"Umm, y’know we-we could try dirty talk?","Ähm, weißt du, wir könnten es mit Dirty Talk versuchen?","Weißt du, wir könnten Dirty Talk machen.",Ross,neutral,neutral,541,17,6,15,"00:15:00,232","00:15:04,402"
5104,"Umm, we could, we could have a threesome.","Ähm, wir könnten, wir könnten einen Dreier haben.","Ähm, wir könnten, wir könnten einen Dreier machen.",Ross,neutral,neutral,541,18,6,15,"0:15:05,821","0:15:08,658"
5105,I love that idea!,Ich liebe diese Idee!,Ich liebe diese Idee!,Carol,joy,positive,541,19,6,15,"0:15:08,658","0:15:10,008"
5106,So who’s idea was it to put everybody in the diner on skates?,"Wer war also die Idee, alle im Diner auf Schlittschuhe zu setzen?","Also, wessen Idee war es, alle im Diner auf Rollschuhen laufen zu lassen?",Rachel,neutral,neutral,542,0,3,21,"00:00:02,711","00:00:05,713"
5107,"Oh, some idiot customer put a suggestion in the suggestion box.","Oh, irgendein idiotischer Kunde hat einen Vorschlag in die Vorschlagsbox geschrieben.",Irgendein idiotischer Kunde hat einen Vorschlag in die Vorschlagsbox geworfen.,Monica,anger,negative,542,1,3,21,"00:00:05,880","00:00:08,924"
5108,"Oh my God, they took my idea!","Oh mein Gott, sie haben meine Idee übernommen!","Oh mein Gott, sie haben meine Idee geklaut!",Phoebe,surprise,positive,542,2,3,21,"0:00:09,217","0:00:10,889"
5109,That was you?!,Das warst du?!,Das warst du?!,Monica,surprise,negative,542,3,3,21,"0:00:10,889","0:00:11,351"
5110,"Yeah! Okay, here you go.","Ja! Gut, los geht's.","Das warst du? Ja! Okay, hier gehen Sie.",Phoebe,joy,positive,542,4,3,21,"00:00:11,469","00:00:14,680"
5111,"Rachel, I made you a cocoa.","Rachel, ich habe dir einen Kakao gemacht.","Rachel, ich habe dir einen Kakao gemacht.",Gunther,neutral,neutral,542,5,3,21,"00:00:15,306","00:00:17,057"
5112,"Oh my God, are you guys okay?","Oh mein Gott, geht es euch gut?","Oh mein Gott, geht es euch gut?",Phoebe,surprise,negative,542,6,3,21,"0:00:21,104","0:00:22,439"
5113,Are you all right?,Geht es dir gut?,Ist alles in Ordnung mit euch?,Gunther,surprise,negative,542,7,3,21,"0:00:22,439","0:00:23,321"
5114,Oh my.,Oh mein.,Oh ja.,Joey,surprise,positive,542,8,3,21,"0:00:23,321","0:00:23,763"
5115,Sit!,Sitzen!,Sitz!,Rachel,anger,negative,543,0,2,22,"00:20:32,356","00:20:33,814"
5116,Hi.,Hallo.,Hi.,Joshua,neutral,neutral,543,1,2,22,"00:20:39,863","00:20:41,197"
5117,"Oh my gosh, Joshua!","Oh mein Gott, Joshua!","Oh mein Gott, Joshua!",Rachel,surprise,positive,543,2,2,22,"00:20:41,365","00:20:43,824"
5118,All those things I said about not being ready,"All diese Dinge, die ich gesagt habe, dass ich nicht bereit bin","All diese Dinge, die ich sagte über nicht bereit sein",Joshua,neutral,neutral,544,0,4,16,"00:20:46,161","00:20:49,288"
5119,They’re not true?,Sind sie nicht wahr?,Sie sind nicht wahr?,Rachel,fear,negative,544,1,4,16,"0:20:49,623","0:20:50,465"
5120,"No, they’re-they’re all true.","Nein, sie sind – sie sind alle wahr.","Nein, sie sind alle wahr.",Joshua,neutral,neutral,544,2,4,16,"0:20:50,465","0:20:52,099"
5121,Oh.,Oh.,Oh. Aber...,Rachel,joy,positive,544,3,4,16,"00:20:52,209","00:20:53,501"
5122,But,Aber,Aber,Joshua,neutral,neutral,544,4,4,16,"00:20:54,836","00:20:55,878"
5123,"Oh! Oh, I love that but.","Oh! Oh, ich liebe das, aber.","Oh! Oh, ich liebe dieses Aber.",Rachel,surprise,positive,544,5,4,16,"00:20:54,836","00:21:00,758"
5124,You wanna go inside and have some coffee?,Willst du reingehen und einen Kaffee trinken?,Willst du rein gehen und einen Kaffee trinken?,Rachel,neutral,neutral,544,6,4,16,"00:21:11,311","00:21:13,646"
5125,Yeah.,Ja.,"Ja, gerne.",Joshua,neutral,neutral,544,7,4,16,"00:21:13,814","00:21:15,856"
5126,Okay.  Every time.,Okay. Jedes Mal.,"Ja, gern.  Jedes Mal.",Rachel,neutral,neutral,544,8,4,16,"00:21:22,823","00:21:25,032"
5127,"What, Phoebe, did you whip the potatoes? Ross needs lumps!","Was, Phoebe, hast du die Kartoffeln geschlagen? Ross braucht Klumpen!","Was, Phoebe, hast du die Kartoffeln gepeitscht? Ross braucht Klumpen!",Monica,anger,negative,545,0,1,9,"00:13:07,411","00:13:12,248"
